student_id,first_name,last_name,email,program_name,year
109,Shawn,Lynch,deborah03@example.net,DS,3
110,Stephanie,Simpson,williamskathleen@example.net,Math,4
111,Nancy,Roy,johnhines@example.net,IT,3
112,Jose,Cruz,dennisevans@example.com,Physics,2
113,Vincent,Williams,millerbrittany@example.com,DS,1
114,Guy,Harris,nealrobert@example.org,DS,3
115,Rita,Lopez,stevenhopkins@example.com,DS,3
116,Monica,Jordan,hcampbell@example.net,DS,3
117,Kenneth,Williams,dguerra@example.com,CS,4
118,Danielle,Torres,zberg@example.com,CS,3
119,Chelsea,Weaver,jeannereeves@example.com,IT,3
120,Eric,Bailey,smithmark@example.com,CS,1
121,Kathryn,Johnson,jameshenderson@example.com,DS,3
122,Amber,Franklin,ohopkins@example.net,Math,1
123,Kimberly,Barry,harrismichelle@example.org,Math,3
124,Alyssa,Livingston,pwilson@example.net,DS,1
125,Aaron,Solomon,justin16@example.com,Physics,4
126,Mario,Patrick,sheilabaldwin@example.com,DS,2
127,Andrew,Garza,joshua41@example.net,CS,2
128,Sarah,Todd,stevemarshall@example.net,Physics,1
129,Natasha,Peterson,emills@example.com,Math,1
130,Marie,Calderon,hendersonheather@example.com,Math,4
131,Kyle,Hamilton,hector04@example.com,DS,2
132,Brian,Patterson,kennedymichele@example.org,DS,3
133,Natalie,Daniel,fsmith@example.com,CS,4
134,Stacey,Moss,geraldterry@example.org,DS,3
135,Christopher,Brown,justinrobinson@example.com,Physics,1
136,Todd,Rodriguez,kelsey17@example.org,SE,2
137,Chad,Hughes,josephpatterson@example.com,Math,2
138,Kathleen,Griffith,walterprice@example.com,CS,2
139,Katie,Gregory,ahudson@example.org,SE,1
140,David,Garrison,morgan85@example.net,DS,3
141,Thomas,Hurley,nicholasjuarez@example.com,CyberSec,2
142,Andrea,Ford,campbelltaylor@example.org,IT,2
143,Joseph,Armstrong,rgross@example.org,IT,2
144,Monique,Carroll,krauseaaron@example.com,SE,2
145,Rodney,Stone,vincentrogers@example.com,CyberSec,1
146,Jason,Martin,rharmon@example.org,Physics,2
147,Amber,James,myersjoshua@example.com,CS,4
148,Jessica,Reese,conleyantonio@example.org,IT,3
149,James,Middleton,qferguson@example.net,Physics,3
150,Larry,Anderson,fwilliams@example.net,CS,4
151,Wanda,Smith,smclaughlin@example.org,Physics,3
152,Debra,Marsh,hwagner@example.com,IT,1
153,Samuel,Tapia,jason06@example.net,CyberSec,2
154,Zachary,Miller,wmiller@example.com,SE,2
155,David,Wright,natalie46@example.com,DS,2
156,Jeffrey,Daniels,erinhughes@example.org,Math,1
157,Matthew,Morgan,ztran@example.org,CS,1
158,Brianna,Foster,donna18@example.com,DS,2
159,Jerry,Gilbert,maysedward@example.com,DS,4
160,Jeffrey,Ward,barbararodriguez@example.net,Physics,3
161,Chad,Hopkins,matthew78@example.com,CyberSec,4
162,Crystal,Patton,robertsjoel@example.com,Math,1
163,Jeremy,Patrick,cjohnson@example.org,SE,2
164,Rebecca,Franklin,seanmelendez@example.net,SE,3
165,Michele,Martinez,jasonsanders@example.net,SE,2
166,Chad,Carroll,bwade@example.com,Physics,2
167,John,Morris,hhaynes@example.net,SE,2
168,Elizabeth,Baker,isaacwhite@example.com,IT,1
169,Jason,White,ppruitt@example.com,SE,4
170,David,Ford,mendezkellie@example.com,CS,4
171,Selena,Gonzales,gmurphy@example.com,CS,1
172,Ashley,Owens,hugheskaren@example.net,CS,2
173,Thomas,Church,rharris@example.org,Physics,3
174,Kristen,Castillo,barcher@example.net,Physics,4
175,Lindsey,Richard,lauren50@example.net,Math,4
176,James,Robinson,ashley21@example.net,DS,2
177,Collin,Brown,pbrown@example.net,Physics,3
178,Ryan,Mcmillan,whubbard@example.org,IT,4
179,Rodney,Hill,cvega@example.org,CyberSec,4
180,Stuart,Bishop,lmyers@example.org,DS,2
181,Jessica,Edwards,moralesfrancisco@example.net,CyberSec,4
182,Emily,Brown,wellssherry@example.net,IT,2
183,Tracey,White,katiehicks@example.net,DS,1
184,Corey,Miranda,chambersashley@example.net,Math,4
185,Richard,Hill,tracyhoffman@example.com,DS,4
186,Matthew,Booth,tammy33@example.com,DS,2
187,Michelle,Martinez,ellisrobin@example.org,IT,2
188,John,Mccoy,tshort@example.net,SE,2
189,James,Thomas,george94@example.org,IT,1
190,Shane,Williamson,clarkheather@example.net,SE,4
191,Robert,Williams,teresamiller@example.org,Math,1
192,Joshua,Wilson,kevin90@example.org,Math,3
193,John,Johnson,michael99@example.com,Math,1
194,Sandra,Cohen,yjohnson@example.net,SE,3
195,Scott,Valencia,bryanmorgan@example.net,CyberSec,4
196,Michelle,Riley,xlee@example.com,CS,3
197,Andrea,Williams,susannelson@example.net,SE,3
198,Brent,Love,donna30@example.net,CS,4
199,Yvette,Brown,kirstenbenson@example.net,SE,4
200,Mary,Klein,owensamber@example.com,CyberSec,4
201,Tanya,Green,ashaw@example.com,SE,1
202,Sara,Scott,rfinley@example.net,CyberSec,3
203,Melinda,Gregory,ericacooper@example.net,DS,4
204,Gabriel,Mathews,garciadebra@example.com,Math,2
205,Todd,Gomez,rachelvaldez@example.org,DS,3
206,Jason,Higgins,aaron70@example.org,IT,1
207,Richard,Burke,mbrown@example.org,Physics,4
208,Brian,Bailey,cmccoy@example.com,CyberSec,3
209,Nicholas,Jones,harriswilliam@example.net,IT,3
210,Tricia,Wallace,holmesrachel@example.org,Physics,4
211,Joseph,Dixon,jmoore@example.net,IT,1
212,Kristen,Young,carolineperry@example.org,Physics,2
213,Spencer,Nguyen,marissa85@example.org,Physics,4
214,Rodney,Watson,elliszachary@example.net,DS,1
215,Susan,Carson,stephanie27@example.net,Physics,4
216,Wendy,Perry,christopher68@example.org,IT,2
217,Angela,May,rgiles@example.org,CS,3
218,Jennifer,Liu,kgarrison@example.com,CS,3
219,Eric,Thomas,amyers@example.net,DS,3
220,Kenneth,Nguyen,morenomary@example.org,CyberSec,4
221,Tanya,French,bryantcynthia@example.org,CS,2
222,Beth,Rogers,qlee@example.com,DS,1
223,Amy,Russell,jeffery96@example.net,Math,2
224,Julie,Pearson,dawncook@example.net,IT,3
225,Brian,Ruiz,fyoder@example.org,Physics,4
226,Breanna,Beltran,fitzgeraldkenneth@example.net,SE,4
227,Wesley,Howell,kennethsandoval@example.com,Physics,2
228,Melissa,Martin,rickysmith@example.org,Math,4
229,Eric,Williams,summerellis@example.org,DS,1
230,Susan,Conrad,whiteregina@example.net,IT,1
231,Christopher,Buck,tsullivan@example.org,DS,1
232,Jacob,Johnson,chelseabanks@example.com,Physics,4
233,Brooke,Lynch,andersonkaren@example.org,CS,1
234,Emma,Morton,wflores@example.net,Physics,3
235,Joe,Dixon,bobby53@example.net,DS,4
236,David,Norman,wscott@example.org,Physics,4
237,Pamela,Romero,xclarke@example.com,Math,4
238,John,Perkins,arellanomorgan@example.net,DS,1
239,Brooke,Cooper,mary88@example.org,SE,2
240,Christine,Lewis,belljennifer@example.com,Math,3
241,Robert,Rivas,xwright@example.com,CS,3
242,Brandy,Johnson,mjenkins@example.org,Math,3
243,Alexandra,Barber,ronniejames@example.com,CS,3
244,Sarah,James,ecampbell@example.org,Math,2
245,James,Cuevas,bonnie97@example.net,Math,1
246,Jennifer,Miller,denniswilliams@example.com,CS,2
247,John,Jones,cassidyhughes@example.org,Physics,2
248,Randy,Walls,ielliott@example.org,SE,3
249,Emily,Walker,ebutler@example.com,Physics,4
250,Kevin,Gordon,wthompson@example.com,CS,3
251,Leslie,Andrews,briannamclaughlin@example.net,IT,3
252,Karen,Kelley,jasonwalton@example.net,DS,1
253,Charles,Barnes,zgrimes@example.net,IT,3
254,Stephen,Quinn,cmckinney@example.net,SE,2
255,Yolanda,Abbott,nathannorman@example.org,Math,1
256,Wendy,Rose,david48@example.org,IT,1
257,Charles,Williams,millsmichelle@example.com,Math,4
258,Jason,Kennedy,codygonzalez@example.net,CS,4
259,Joseph,Warren,theresagreene@example.org,IT,3
260,Sarah,Alexander,richardjohnson@example.org,Math,4
261,Nicole,Adams,kenneth76@example.org,Physics,1
262,Natasha,Huff,fryekevin@example.net,IT,2
263,Mike,Carter,melissaharrell@example.net,SE,4
264,Eric,Sanchez,robinsondavid@example.org,CyberSec,1
265,Martha,Sanchez,omorris@example.net,CyberSec,3
266,Jade,Saunders,landerson@example.net,Math,1
267,Cheryl,Cox,qnewman@example.com,DS,2
268,Vanessa,Bryant,ernest24@example.org,SE,2
269,Destiny,Goodman,christine20@example.net,Math,2
270,Alan,Wilson,jesusdecker@example.org,Math,4
271,Lisa,Allen,bholder@example.net,SE,4
272,Kevin,Oconnor,deanjose@example.net,CS,3
273,Elizabeth,Beard,kmartinez@example.net,IT,3
274,Sheila,Cox,banksmeredith@example.com,CyberSec,1
275,Dennis,Bell,natashamiller@example.net,SE,1
276,Darrell,Wagner,john07@example.net,DS,1
277,Daniel,Melendez,hortiz@example.com,DS,4
278,Angela,Valdez,tiffany24@example.org,Physics,1
279,Joseph,Jacobs,john47@example.com,CS,2
280,Cassandra,Cole,pagelouis@example.org,CS,4
281,Jennifer,Barnes,timothymontgomery@example.com,IT,3
282,James,Hudson,smithtyler@example.com,DS,3
283,Cynthia,Serrano,dawnjones@example.com,Math,1
284,Joseph,Martinez,perezchristopher@example.net,DS,3
285,Tracy,Medina,tammythomas@example.com,DS,3
286,Rebecca,Frank,garzazachary@example.org,CyberSec,2
287,Meghan,Russell,stevelee@example.net,IT,3
288,Christopher,Richards,lisachristian@example.com,Math,4
289,Rodney,Taylor,melanie48@example.net,DS,2
290,Joshua,Green,chantrevor@example.org,DS,2
291,Adam,Mitchell,ibrady@example.com,Physics,2
292,Kellie,Edwards,kimedwards@example.org,IT,4
293,Dana,Miller,holtthomas@example.com,CyberSec,1
294,Jose,Fisher,waterscharlene@example.com,SE,4
295,Joyce,Lucero,maddenhailey@example.com,DS,4
296,Andrea,Johnston,webbjohn@example.net,DS,2
297,Ronald,Chen,michellewatkins@example.org,Physics,3
298,Alec,Barton,michael34@example.org,DS,4
299,Charles,Yoder,grantmichael@example.org,IT,4
300,Nicole,Walter,michael11@example.com,CS,2
301,Rebecca,Smith,tgreen@example.net,SE,1
302,Amy,Martinez,pcaldwell@example.net,Physics,3
303,Mary,Baker,weeksbrandon@example.com,CS,1
304,Brandi,Spencer,ssmith@example.org,CyberSec,1
305,Earl,Conrad,patriciaowen@example.net,DS,4
306,David,Newton,luis41@example.net,CS,2
307,Kyle,Martinez,traci39@example.net,SE,3
308,Rachel,Johnson,gregorybrock@example.org,DS,1
309,Laura,Reynolds,briannalong@example.org,SE,1
310,Michelle,Vaughn,allennathan@example.net,CS,1
311,Rachel,Fritz,rcohen@example.net,Math,2
312,Jason,Anderson,kelleramanda@example.org,Math,1
313,John,Camacho,petermoore@example.net,CS,2
314,Curtis,Sellers,christopher64@example.net,IT,2
315,Kimberly,Strong,nfletcher@example.org,IT,3
316,Nicole,Gomez,matthewbutler@example.org,Math,3
317,Richard,Morales,cantucassidy@example.com,Physics,2
318,Christine,Hawkins,joseph08@example.net,Physics,2
319,Eric,Joseph,gillmary@example.com,CyberSec,1
320,Sarah,Wilson,wagnertammie@example.net,Physics,2
321,Michelle,Merritt,criddle@example.net,SE,4
322,Theresa,Villanueva,blakeshelton@example.org,CS,4
323,Lisa,Vargas,fernandezjennifer@example.net,Math,2
324,Nicole,Jensen,michelle11@example.org,CyberSec,4
325,Angel,Mcknight,lisagray@example.org,CyberSec,3
326,Jill,Williams,amanda85@example.net,IT,1
327,Martin,Rodgers,cooperlauren@example.org,IT,4
328,Sarah,Kelly,dominiquerodriguez@example.net,CS,2
329,Leah,Cole,djohnson@example.net,CS,3
330,Michelle,Ortiz,dwayneedwards@example.net,DS,3
331,Lisa,Cole,egregory@example.com,DS,2
332,Joseph,Davenport,michael44@example.com,SE,3
333,Kristin,Roberts,boyererika@example.net,SE,3
334,Daniel,Woods,samanthawoodard@example.org,Physics,2
335,Monica,Taylor,schristensen@example.com,DS,2
336,Michele,White,carsonashley@example.net,Physics,3
337,Jeffrey,Cannon,barbarafisher@example.com,CyberSec,1
338,Lisa,Hendricks,icuevas@example.com,SE,1
339,Steven,Zuniga,johnwarner@example.net,IT,4
340,Kevin,Miller,xlivingston@example.org,CyberSec,2
341,Laura,Huang,taylorpatrick@example.net,Math,3
342,Jeremy,Watkins,allen57@example.net,SE,3
343,Andrew,Wood,ysmith@example.net,Math,4
344,James,Banks,dwilliams@example.com,DS,3
345,Mark,Gray,bobfoster@example.com,CyberSec,3
346,Michelle,Gonzales,watsondavid@example.net,IT,4
347,Tammy,Romero,hollandroy@example.org,CyberSec,4
348,Joshua,Chapman,smithjavier@example.org,CyberSec,1
349,Darlene,Duffy,mcneilbrian@example.net,IT,3
350,Ricardo,Davis,daniellethomas@example.org,IT,1
351,Tina,Evans,franklinmatthew@example.net,DS,4
352,Amanda,Peterson,katrinastevens@example.com,CS,1
353,Sheila,Elliott,xhorton@example.org,SE,1
354,Darrell,Merritt,andrewsmadison@example.com,DS,1
355,Tara,Riley,williamsjennifer@example.com,CyberSec,3
356,Gregory,Anthony,andersontammy@example.com,CyberSec,1
357,Sydney,Simmons,qmichael@example.com,IT,1
358,Joseph,Morris,lisa92@example.org,CyberSec,3
359,Daniel,Flores,justin89@example.com,CS,4
360,Ryan,White,sara38@example.org,Physics,3
361,Jessica,Thomas,grantcrystal@example.org,Physics,2
362,Lee,Cervantes,wbailey@example.net,CyberSec,3
363,Catherine,Navarro,justincombs@example.com,IT,3
364,William,Hays,raymond62@example.org,CyberSec,2
365,Paul,Clark,edward79@example.com,CS,3
366,Barbara,Stone,edwardsrick@example.org,DS,1
367,Jonathan,Andrews,taraortiz@example.com,DS,1
368,Jeanne,Gilbert,kylehenderson@example.com,SE,3
369,Aaron,Garcia,phillipsmichelle@example.org,CS,2
370,Sara,Mitchell,zwinters@example.org,Physics,1
371,Amanda,Wilson,jamesmarsh@example.org,SE,1
372,Jennifer,Hill,william01@example.com,Math,4
373,Judy,Gonzales,erinjones@example.org,SE,2
374,Emily,Mcclure,hendersonlisa@example.com,SE,1
375,Michael,Roberts,hbrown@example.com,CyberSec,3
376,Chad,Hardin,brooksharold@example.com,CS,3
377,Elizabeth,Zhang,clarkbrittany@example.com,Physics,2
378,Mark,Molina,dbradley@example.net,Physics,4
379,Lee,Middleton,uschmitt@example.net,SE,2
380,Melanie,Estrada,jason57@example.net,IT,3
381,Jennifer,Thomas,floressteve@example.net,CS,3
382,Kevin,Clark,blakesarah@example.net,CyberSec,3
383,Kyle,Roberson,vgraham@example.com,CyberSec,1
384,Ricky,Fischer,bcarpenter@example.com,IT,3
385,Richard,Johnson,jmcclure@example.org,CS,3
386,Kenneth,Orr,nicolereeves@example.com,CS,1
387,David,Moyer,courtney87@example.com,CS,1
388,Robert,Fernandez,brookstaylor@example.org,Physics,3
389,Shelby,Lloyd,victoriabenson@example.com,CyberSec,1
390,Erica,Smith,weaverjohn@example.org,IT,4
391,Raven,Wall,elliottfrank@example.net,Physics,1
392,Christina,Johnson,ryan33@example.org,IT,4
393,Kevin,Harris,hannahmunoz@example.com,SE,3
394,Amy,Mcmahon,kristianderson@example.net,Math,2
395,Aaron,Duncan,croberts@example.org,Physics,2
396,Justin,Dennis,marcohines@example.com,CyberSec,2
397,Russell,Meyer,lbennett@example.net,CS,3
398,Bethany,Guerra,jonathangonzales@example.org,IT,4
399,Diana,Phillips,jeffreynichols@example.com,IT,1
400,Steven,Rodriguez,brandonallen@example.org,SE,3
401,Scott,Mccarthy,johnstonjohn@example.org,CyberSec,4
402,Jason,Kirk,hendersonjacob@example.org,Physics,2
403,Thomas,Wallace,kelly34@example.com,SE,3
404,Rachel,Reynolds,jacobsalicia@example.net,CyberSec,1
405,Laura,Baker,marshtimothy@example.com,DS,4
406,Gene,Lin,murphyjoseph@example.com,DS,1
407,Christopher,Kaiser,peggybrown@example.com,DS,2
408,Zachary,Dennis,samuel99@example.org,IT,2
409,Cynthia,Wilson,andreawalker@example.org,CyberSec,2
410,Matthew,Gomez,moranphillip@example.com,CS,1
411,Loretta,Miller,jasonmoore@example.com,IT,3
412,Karen,Mcguire,robinvasquez@example.com,IT,1
413,Emily,Luna,erobinson@example.com,IT,4
414,Jeffrey,Murphy,friedmanrichard@example.com,CS,1
415,James,Hunter,zjohnson@example.com,CS,2
416,Andrew,Hill,clarkmichael@example.org,Math,4
417,John,Mccoy,vsalinas@example.net,CyberSec,1
418,Thomas,Hunt,gavin84@example.org,CS,1
419,Melissa,Waters,christopher07@example.net,SE,3
420,Charles,Mann,jessica27@example.com,DS,1
421,Robert,Edwards,leonardmiranda@example.com,CyberSec,4
422,Crystal,Middleton,william67@example.com,Math,2
423,James,Hamilton,nathanhowe@example.com,Physics,4
424,Heather,Randolph,alexanderwilliams@example.net,Math,1
425,Troy,Bauer,glee@example.net,SE,1
426,John,Stewart,cynthia64@example.com,IT,4
427,Diana,Skinner,campbellseth@example.com,CyberSec,4
428,Adam,Guerrero,nbrewer@example.org,Physics,4
429,Karen,Rich,tinahale@example.net,CS,2
430,Kayla,Johnson,igoodman@example.net,Physics,2
431,Daniel,Walters,megan91@example.com,CS,3
432,Ronald,Smith,vjohnson@example.net,Physics,2
433,Gregory,Taylor,lisa04@example.net,Physics,1
434,Susan,Bennett,douglasbutler@example.com,CS,2
435,April,Hahn,jay23@example.net,DS,3
436,Brent,Nunez,patricia12@example.org,CS,1
437,John,Baker,jenniferwillis@example.net,DS,2
438,Melinda,Hernandez,guerrerorenee@example.com,CyberSec,2
439,Stephen,Cervantes,anna53@example.com,CS,1
440,Laurie,Gross,smithcharles@example.net,SE,1
441,Elizabeth,Campbell,skim@example.org,CyberSec,2
442,Vanessa,Gonzalez,reneevelasquez@example.net,SE,1
443,Caitlin,Liu,sheila42@example.net,CS,2
444,Stephanie,Tapia,matthewespinoza@example.net,DS,3
445,Patricia,Vincent,gbrown@example.net,DS,4
446,Cheyenne,Curry,reginaanderson@example.com,Math,1
447,Jennifer,Smith,qbrown@example.net,SE,2
448,William,Jones,carlos80@example.com,CyberSec,1
449,Maria,Grant,archerjames@example.net,DS,2
450,Amy,Clark,barbara56@example.com,SE,2
451,Phyllis,Thompson,kadkins@example.net,CyberSec,4
452,Julia,Barnes,peter58@example.com,CyberSec,2
453,Thomas,Baker,khanson@example.com,DS,4
454,Jonathon,James,nicoleweaver@example.org,CS,1
455,John,Silva,zmoore@example.org,Math,1
456,Dana,Little,francobrian@example.org,DS,1
457,Katie,Washington,zmiller@example.org,IT,2
458,Adrienne,Sandoval,garciamarcus@example.com,Math,1
459,Courtney,White,acohen@example.com,Physics,1
460,Joshua,Evans,victor86@example.com,CS,1
461,Chris,Hall,karen57@example.com,Physics,4
462,Justin,Carter,esparzageorge@example.com,CS,4
463,Joseph,Washington,ahill@example.org,Physics,1
464,Luis,Robles,vmills@example.net,SE,4
465,Amber,Myers,istokes@example.com,CS,1
466,Devon,Howard,howardrobert@example.com,CyberSec,2
467,Jesse,Castillo,mark22@example.com,IT,2
468,Heather,Davis,jordan89@example.net,Math,2
469,Jasmine,Rodriguez,afitzpatrick@example.org,IT,4
470,Caleb,Ibarra,jamesrussell@example.net,CyberSec,3
471,Rick,Fischer,xsmith@example.org,Physics,3
472,Amy,Mitchell,lori01@example.com,Physics,3
473,Robert,Montes,mullenricky@example.org,DS,3
474,Jamie,Nguyen,lisa42@example.org,DS,1
475,Robert,Bates,cbrown@example.net,Math,2
476,Rebecca,Wilson,jessica89@example.net,Physics,1
477,Brandy,Marshall,anthonyfranklin@example.com,Physics,3
478,Heather,Flores,lewiselizabeth@example.org,CS,2
479,Melissa,Wilson,mlittle@example.com,Math,3
480,Kathy,Terry,kparrish@example.com,CS,3
481,Omar,Bush,maryrogers@example.org,SE,2
482,Adam,Ayala,daniel56@example.net,Physics,1
483,Michael,Webb,alisha45@example.org,IT,4
484,Karen,Ballard,wharris@example.com,Physics,2
485,Melissa,Burns,gevans@example.org,DS,1
486,Stephanie,Jenkins,tyrone39@example.com,IT,2
487,Robert,Young,beasleybreanna@example.net,SE,4
488,Julie,Carter,taylortoni@example.org,DS,2
489,Amy,Romero,jenniferking@example.org,Physics,4
490,Carrie,Wu,solistara@example.com,Math,2
491,Jeffrey,Patton,martinramirez@example.org,CyberSec,4
492,Jeffrey,Brown,tlee@example.org,CyberSec,3
493,Ryan,Ingram,perezanna@example.com,Physics,1
494,Anthony,Green,iruiz@example.com,Math,3
495,Matthew,Stewart,xcox@example.org,SE,2
496,Erin,Myers,carl64@example.net,SE,1
497,Richard,Ramos,jamesmason@example.net,CS,3
498,Frederick,Ross,maryflores@example.net,SE,1
499,Tanner,Gaines,zhorton@example.com,CyberSec,3
500,David,Adams,duncanerik@example.net,SE,4
501,Cindy,Chandler,garysnow@example.org,CS,1
502,Anthony,Morgan,jennifer69@example.com,Math,2
503,Phillip,Cardenas,stephenroberson@example.com,CyberSec,3
504,Anne,Parker,coreyhendrix@example.org,CyberSec,1
505,Anthony,Ortiz,cruzhunter@example.net,IT,2
506,Dawn,Armstrong,dianemay@example.net,DS,2
507,Derek,Jackson,watsontina@example.net,DS,1
508,Steven,Harris,harrisonvincent@example.com,IT,4
509,Brent,Garrett,oliviamorrow@example.com,IT,2
510,Nicholas,Gould,robert89@example.org,IT,4
511,Jason,Austin,preilly@example.org,CyberSec,3
512,Mark,Rivera,ohardy@example.net,Physics,4
513,Kathleen,Jacobs,nwilson@example.net,Physics,4
514,Nicholas,Smith,hoopernicole@example.org,Physics,3
515,Karen,Bowen,kshelton@example.org,CyberSec,2
516,Marie,Lang,ericksonlaura@example.com,CS,2
517,Johnny,Davis,madison87@example.org,CyberSec,4
518,Christopher,Bush,lisa79@example.com,CS,2
519,Andrew,Barr,chad76@example.com,DS,3
520,Amber,Wang,lee98@example.org,Math,1
521,Zoe,Tran,cameronkaitlyn@example.com,SE,4
522,Michael,Pena,gomezcalvin@example.com,IT,3
523,Debra,Stone,grantkevin@example.net,IT,2
